,Score,Age,Cumulative score,Churn
2067,662,35,2423.9,1
2068,742,27,21793.59,0
2069,765,41,100153.43,0
2070,490,38,92797.23,0
2071,579,56,4523.74,1
2072,669,38,130755.34,0
2073,578,36,143683.75,0
2074,842,44,128521.16,1
2075,763,67,106282.74,0
2076,713,46,55701.62,0
2077,683,30,115186.97,0
2078,751,33,117547.76,0
2079,777,36,106472.34,0
2080,689,40,164768.82,0
2081,446,25,176743.51,0
2082,559,67,175910.95,1
2083,456,32,135399.21,0
2084,622,38,110457.99,0
2085,530,36,80619.09,0
2086,482,35,109029.72,0
2087,850,36,99019.65,0
2088,430,38,99377.27,0
2089,696,27,5983.7,0
2090,667,23,91573.19,0
2091,743,43,93228.86,1
2092,534,42,12483.39,1
2093,652,33,195877.06,0
2094,629,35,91001.02,0
2095,693,43,36342.79,0
2096,714,63,166677.54,0
2097,655,45,166830.71,0
2098,740,37,194270.91,0
2099,513,72,81251.24,0
2100,647,29,164717.95,0
2101,687,28,27411.19,0
2102,537,37,20603.32,0
2103,583,57,147964.99,1
2104,701,38,52044.66,0
2105,646,36,53217.3,0
2106,722,46,179908.71,0
2107,637,37,186062.36,0
2108,616,66,183840.51,1
2109,663,30,101371.05,0
2110,631,36,133141.34,0
2111,695,44,70974.13,0
2112,693,46,180736.24,0
2113,753,46,92320.37,1
2114,665,55,93769.89,0
2115,535,38,9238.35,0
2116,782,33,101866.39,0
2117,611,52,73585.18,1
2118,584,41,178997.89,0
2119,774,34,113407.26,0
2120,611,28,181419.29,0
2121,534,36,36275.94,0
2122,671,31,102681.32,0
2123,800,40,98640.15,1
2124,436,43,35687.43,0
2125,524,31,199725.39,1
2126,676,38,133692.88,0
2127,811,45,146123.19,0
2128,738,35,15650.73,0
2129,718,39,145355.11,0
2130,481,57,169719.35,1
2131,794,22,107753.07,0
2132,850,36,174235.06,0
2133,746,37,171039.56,0
2134,764,38,91094.46,0
2135,588,35,179866.01,1
2136,741,43,2920.63,1
2137,769,38,75578.67,0
2138,773,23,56759.79,0
2139,675,29,133457.52,0
2140,850,32,159403.68,0
2141,696,27,196111.35,0
2142,850,34,68106.29,0
2143,850,38,80006.65,0
2144,659,78,49978.67,0
2145,710,21,56191.99,0
2146,619,31,2181.94,0
2147,491,70,17818.33,0
2148,570,33,124641.42,0
2149,504,32,15658.99,0
2150,704,39,6416.92,0
2151,613,21,36560.51,0
2152,788,39,113086.08,0
2153,472,32,57323.18,0
2154,687,44,155853.52,1
2155,544,30,80676.83,0
2156,605,43,23970.13,0
2157,667,56,18897.78,0
2158,600,37,7312.25,1
2159,617,79,160589.18,0
2160,679,60,77331.77,0
2161,679,30,157871.55,0
2162,584,37,70927.11,1
2163,699,51,91346.03,0
2164,610,34,125646.82,0
2165,605,39,199390.45,0
2166,739,31,58469.75,0
2167,581,49,41623.59,0
2168,718,35,94820.85,0
2169,584,40,80852.11,0
2170,653,38,150468.35,0
2171,607,27,63495.86,0
2172,587,39,7103.71,0
2173,517,28,179056.23,0
2174,609,53,124218.27,0
2175,627,32,106851.7,0
2176,619,34,139919.38,0
2177,823,37,173516.71,0
2178,635,36,196731.08,0
2179,460,46,126952.5,0
2180,723,42,17512.53,0
2181,569,43,52534.81,0
2182,618,42,76679.6,0
2183,700,30,174971.64,0
2184,480,47,25887.89,1
2185,528,23,170262.97,0
2186,700,37,175373.46,0
2187,607,36,46416.36,0
2188,617,35,13066.3,0
2189,791,31,22184.14,0
2190,600,58,6209.51,1
2191,650,30,67997.13,1
2192,444,45,130009.85,1
2193,550,31,122221.71,0
2194,751,44,170634.49,0
2195,539,38,80575.44,1
2196,543,23,117832.39,0
2197,560,26,157567.37,0
2198,778,65,77867.23,0
2199,711,39,90305.97,0
2200,640,55,978.66,0
2201,849,27,157891.86,0
2202,583,39,73107.6,0
2203,757,30,62972.13,0
2204,567,45,121053.19,0
2205,613,28,185483.24,0
2206,579,37,120219.14,0
2207,756,19,133535.29,0
2208,781,38,65632.33,1
2209,632,48,64345.61,1
2210,585,43,89402.54,0
2211,480,42,101778.9,0
2212,836,41,156036.19,0
2213,625,57,84106.17,1
2214,768,30,199454.37,0
2215,652,36,19302.78,0
2216,817,34,165562.84,0
2217,672,56,150694.42,1
2218,727,26,146785.44,0
2219,682,36,36895.99,0
2220,544,38,98208.62,0
2221,628,40,129107.97,0
2222,462,39,131304.45,0
2223,691,37,146411.6,0
2224,689,34,155495.63,0
2225,690,54,108731.02,1
2226,623,39,78774.36,0
2227,583,22,5985.36,0
2228,627,48,78899.22,0
2229,627,30,129826.89,0
2230,589,59,126160.24,1
2231,850,54,66963.15,0
2232,608,63,175696.16,1
2233,786,37,66977.68,0
2234,592,54,28737.71,1
2235,618,24,37147.61,0
2236,696,19,2766.63,0
2237,797,31,24748.89,0
2238,704,35,40261.49,0
2239,595,36,24802.77,0
2240,644,44,148727.42,0
2241,571,33,128600.49,0
2242,608,33,70705.58,0
2243,605,34,35982.42,0
2244,665,41,137037.97,0
2245,670,20,119759.24,0
2246,623,46,5549.11,1
2247,771,45,170984.97,1
2248,695,40,193383.13,0
2249,615,36,27011.8,1
2250,630,40,42495.81,0
2251,785,61,170214.82,1
2252,544,32,14559.62,0
2253,608,59,70649.64,1
2254,646,29,15470.91,0
2255,486,63,85101.0,0
2256,682,29,32589.89,1
2257,709,26,4410.77,0
2258,617,42,120830.73,0
2259,636,48,110510.28,1
2260,531,32,172049.84,0
2261,439,66,65535.56,0
2262,733,48,23860.5,0
2263,578,37,199428.19,0
2264,792,59,161479.19,1
2265,543,22,127587.22,0
2266,584,38,173632.92,0
2267,537,84,186235.98,0
2268,575,52,111342.66,1
2269,701,33,190611.92,0
2270,577,29,55473.15,0
2271,834,36,89983.02,1
2272,646,43,61937.6,0
2273,599,45,132127.69,1
2274,756,30,7554.68,0
2275,581,27,194681.6,0
2276,724,45,34121.81,0
2277,720,21,180712.28,0
2278,661,42,27608.12,1
2279,576,24,78498.04,1
2280,604,71,129984.2,0
2281,654,37,186300.59,0
2282,693,36,58719.63,1
2283,511,66,1643.11,1
2284,746,35,22374.97,0
2285,598,47,186116.54,0
2286,597,33,74850.84,0
2287,663,45,48682.1,0
2288,784,48,182609.97,0
2289,662,30,157884.83,0
2290,654,36,157238.05,0
2291,725,39,124052.97,0
2292,579,41,9201.53,0
2293,621,50,131048.36,0
2294,668,25,135112.09,0
2295,674,39,100130.95,0
2296,640,29,2743.69,0
2297,550,37,179670.31,0
2298,722,48,3472.63,1
2299,547,35,133287.73,0
2300,584,38,176678.72,0
2301,637,33,84419.78,0
2302,737,45,177695.67,0
2303,665,51,38928.48,1
2304,634,45,101039.53,1
2305,544,47,99922.08,1
2306,781,29,112202.64,0
2307,538,38,28226.15,1
2308,468,56,62256.87,1
2309,659,29,84133.48,0
2310,775,36,71682.54,0
2311,577,37,79881.39,0
2312,807,33,178153.65,0
2313,761,32,177622.38,0
2314,770,37,22710.72,0
2315,631,37,23146.62,0
2316,522,41,14789.9,0
2317,684,34,190263.78,0
2318,658,44,130529.13,0
2319,542,26,54869.54,0
2320,731,52,24998.75,1
2321,604,30,75786.55,0
2322,557,57,132370.75,1
2323,611,58,107665.68,1
2324,794,31,175643.44,0
2325,601,43,111249.62,0
2326,782,35,119565.34,0
2327,616,44,178235.37,1
2328,707,32,136877.24,0
2329,808,25,23180.37,0
2330,705,47,28640.92,1
2331,546,34,25744.13,1
2332,767,36,65147.27,0
2333,643,36,55835.66,0
2334,605,27,198091.81,0
2335,554,44,126033.9,0
2336,850,55,944.41,1
2337,671,45,158264.62,0
2338,773,25,11723.57,0
2339,683,43,117349.19,1
2340,570,30,97045.32,1
2341,749,26,34948.77,0
2342,554,40,168780.04,0
2343,807,42,16500.66,1
2344,438,31,44937.01,0
2345,551,42,43435.43,1
2346,562,36,182843.24,0
2347,666,59,185123.09,0
2348,700,35,192933.37,0
2349,608,34,36639.25,0
2350,610,45,38276.84,1
2351,496,29,164806.89,0
2352,794,30,156768.45,0
2353,585,38,87363.56,0
2354,489,31,6120.84,0
2355,709,22,155231.55,0
2356,512,31,168462.26,0
2357,502,33,158736.07,0
2358,729,32,79919.13,0
2359,622,41,155786.39,0
2360,724,33,186942.49,1
2361,664,32,134455.84,0
2362,623,40,25904.12,0
2363,828,42,186071.14,0
2364,729,34,42855.97,0
2365,521,39,653.58,0
2366,567,40,95140.62,0
2367,835,25,83449.65,0
2368,694,32,59961.81,0
2369,628,31,72350.47,0
2370,560,38,33245.97,0
2371,717,22,84699.56,0
2372,649,31,15200.61,0
2373,601,46,32683.88,1
2374,719,32,77119.45,0
2375,492,52,10014.72,1
2376,432,42,110265.24,1
2377,629,32,77965.44,0
2378,692,28,44420.18,0
2379,690,47,151375.73,0
2380,598,59,60192.14,1
2381,550,48,191870.28,0
2382,750,34,150401.53,1
2383,735,21,22388.0,0
2384,795,29,155711.64,0
2385,775,40,70196.57,0
2386,555,48,79134.78,0
2387,576,46,33450.11,0
2388,632,37,60778.11,1
2389,542,34,196395.05,0
2390,725,36,131173.9,1
2391,631,35,79146.36,0
2392,630,28,133267.78,0
2393,639,38,149599.62,0
2394,735,36,105152.17,0
2395,718,31,103165.15,0
2396,805,26,25042.1,0
2397,774,36,75304.09,0
2398,576,28,58976.85,0
2399,711,38,114793.45,0
2400,700,34,128136.29,0
2401,562,31,143317.42,0
2402,465,33,78698.09,0
2403,752,29,102930.46,0
2404,778,40,117507.11,0
2405,692,40,90424.09,0
2406,618,37,101273.23,0
2407,640,37,81298.09,0
2408,595,25,177025.79,0
2409,715,42,21333.22,0
2410,551,42,23399.58,0
2411,586,32,31830.06,0
2412,693,43,87994.95,1
2413,709,41,71672.86,0
2414,674,28,51536.99,0
2415,601,29,80393.27,0
2416,471,28,22356.97,0
2417,642,26,184399.76,0
2418,547,32,132002.83,0
2419,721,46,67976.57,0
2420,714,29,129192.55,0
2421,642,19,176137.2,0
2422,650,55,179834.45,1
2423,540,48,116973.48,0
2424,614,35,3342.62,0
2425,796,52,62808.93,1
2426,471,58,36315.03,0
2427,696,43,159888.1,0
2428,667,38,73963.17,1
2429,680,34,167035.07,0
2430,614,38,105140.92,0
2431,637,34,26057.08,0
2432,617,51,93439.75,1
2433,726,48,114020.06,1
2434,547,48,69263.1,0
2435,630,32,146326.45,0
2436,574,36,8559.66,0
2437,757,44,158735.1,0
2438,663,28,87985.2,0
2439,527,30,162267.91,0
2440,579,42,22497.1,1
2441,597,19,91036.74,0
2442,724,34,157137.23,0
2443,658,39,147530.06,0
2444,598,53,136886.86,0
2445,554,39,173197.12,0
2446,497,44,79691.4,0
2447,701,37,163457.55,0
2448,650,34,11276.48,0
2449,600,32,64349.6,0
2450,659,31,104533.51,0
2451,678,30,35113.08,0
2452,720,34,9398.45,0
2453,512,40,146457.83,0
2454,850,40,88815.25,0
2455,827,46,13460.27,0
2456,584,32,10956.82,0
2457,707,33,130866.95,0
2458,809,42,182436.81,1
2459,807,36,147007.33,0
2460,635,34,15733.19,0
2461,603,48,100478.6,1
2462,850,41,175347.28,0
2463,705,55,14392.68,0
2464,576,63,78955.8,1
2465,692,49,107472.99,0
2466,683,38,102665.92,0
2467,740,56,85016.64,1
2468,417,34,55003.79,0
2469,514,38,16717.11,1
2470,637,41,140298.24,0
2471,510,26,159742.33,0
2472,605,36,690.84,0
2473,531,31,41409.36,0
2474,638,26,23491.09,0
2475,630,34,138275.01,0
2476,636,49,158887.09,1
2477,632,42,195978.86,0
2478,664,58,60887.58,0
2479,730,39,145679.6,0
2480,750,47,54473.6,1
2481,554,22,142670.61,0
2482,613,33,57751.21,0
2483,726,42,175161.05,0
2484,612,36,159416.58,0
2485,585,30,137757.69,0
2486,537,47,25482.62,0
2487,848,22,185510.34,0
2488,738,62,42766.03,0
2489,592,37,176395.02,0
2490,529,43,78463.99,1
2491,711,53,102428.51,0
2492,657,34,27738.01,0
2493,631,23,13813.24,0
2494,548,33,31728.35,0
2495,850,27,110805.79,0
2496,683,33,38784.42,0
2497,531,47,194998.34,1
2498,419,27,134720.51,0
2499,669,31,40467.82,0
2500,578,23,125222.36,0
2501,667,44,57164.19,0
2502,770,36,105922.69,0
2503,748,38,70956.75,0
2504,590,22,161253.08,0
2505,712,52,117977.45,1
2506,647,44,174205.22,1
2507,783,38,153269.98,0
2508,641,25,180808.39,0
2509,626,43,130442.08,1
2510,640,43,184006.36,1
2511,811,31,182372.35,0
2512,794,55,160526.36,1
2513,554,30,40320.3,0
2514,587,40,106174.7,1
2515,850,32,175094.62,0
2516,763,53,77203.72,1
2517,756,29,4888.91,0
2518,732,45,81491.7,1
2519,697,49,131083.56,1
2520,767,35,39511.61,0
2521,669,26,197594.34,0
2522,634,74,10078.02,0
2523,646,39,171519.06,0
2524,542,32,125302.64,0
2525,850,53,36980.54,0
2526,656,45,87107.57,0
2527,615,34,73124.53,1
2528,650,64,32275.09,1
2529,358,52,141959.11,1
2530,583,27,51285.49,0
2531,685,39,18826.06,0
2532,579,31,18800.13,0
2533,850,29,23237.25,0
2534,675,33,34045.61,0
2535,557,42,86642.38,0
2536,542,37,807.06,0
2537,623,44,167162.43,0
2538,539,39,86767.48,0
2539,552,42,195692.3,0
2540,850,33,183983.82,0
2541,548,38,38434.73,0
2542,726,30,147822.44,0
2543,776,39,144496.07,0
2544,681,34,55816.2,0
2545,684,60,120257.7,1
2546,719,42,28465.86,1
2547,599,34,198030.24,0
2548,676,30,55400.17,0
2549,578,34,74858.3,0
2550,581,38,105732.9,1
2551,518,45,36193.07,0
2552,627,30,40199.01,0
2553,545,33,150452.88,0
2554,735,55,2267.88,0
2555,809,41,165675.01,0
2556,644,33,43943.09,0
2557,612,30,105890.55,1
2558,728,39,161203.6,0
2559,758,35,77951.84,0
2560,590,32,100717.54,0
2561,487,45,77475.73,0
2562,724,33,121085.72,0
2563,575,29,50368.87,0
2564,561,33,45261.47,0
2565,574,30,137793.35,0
2566,415,46,178587.36,1
2567,678,60,192156.54,1
2568,681,18,9596.4,0
2569,607,39,104721.5,1
2570,651,24,178341.33,0
2571,641,31,59927.99,0
2572,525,33,175178.56,0
2573,650,42,171045.31,1
2574,754,37,116141.72,0
2575,534,23,160176.47,0
2576,535,48,58203.67,1
2577,658,31,13482.28,0
2578,615,35,139816.1,0
2579,599,49,166236.38,1
2580,656,41,158973.77,0
2581,725,47,86622.56,1
2582,680,30,160131.58,0
2583,719,50,10772.13,0
2584,687,39,26848.25,0
2585,696,42,126353.13,1
2586,766,36,153831.6,0
2587,619,40,140947.05,0
2588,727,61,188729.08,1
2589,678,43,193828.27,0
2590,688,33,27557.18,1
2591,466,47,183536.24,1
2592,632,65,85179.48,0
2593,708,33,138613.21,0
2594,583,38,113597.64,0
2595,694,38,85522.84,0
2596,573,26,149814.68,1
2597,594,41,42050.24,0
2598,807,40,46253.65,0
2599,767,44,136915.15,0
2600,463,41,70127.93,0
2601,676,36,113810.12,0
2602,650,71,175380.77,0
2603,712,27,94544.88,0
2604,562,41,85787.31,0
2605,556,38,193214.05,0
2606,729,37,100862.54,0
2607,588,27,20066.38,0
2608,843,38,10804.04,0
2609,590,51,190937.09,0
2610,678,48,193476.04,0
2611,673,40,3258.6,0
2612,500,34,140268.45,0
2613,743,30,138780.89,0
2614,745,36,6078.46,0
2615,411,29,53483.21,0
2616,562,32,91482.5,0
2617,670,32,134942.45,0
2618,561,35,59981.62,0
2619,422,54,7166.71,0
2620,659,32,102416.84,0
2621,558,58,88791.83,0
2622,644,26,138775.69,0
2623,652,28,198251.52,0
2624,672,43,63833.09,0
2625,453,28,136846.75,0
2626,666,43,29346.1,0
2627,781,35,42117.9,0
2628,633,33,191111.02,0
2629,663,44,144680.18,0
2630,718,32,27979.16,0
2631,697,31,123825.83,0
2632,655,36,87816.86,0
2633,804,33,80483.76,0
2634,675,33,64815.05,1
2635,722,40,111893.09,0
2636,716,29,98998.61,0
2637,730,33,1474.79,0
2638,661,41,131300.68,0
2639,593,35,78101.29,0
2640,581,41,44205.95,0
2641,615,41,55551.26,0
2642,435,44,167461.5,0
2643,741,60,38914.51,0
2644,769,73,29792.11,0
2645,605,39,119348.28,0
2646,578,50,169804.4,0
2647,469,52,150093.32,1
2648,529,46,126511.94,1
2649,593,45,10828.78,0
2650,667,41,167181.77,0
2651,721,33,117626.9,0
2652,708,54,125311.17,1
2653,818,36,8037.03,0
2654,838,43,145765.83,0
2655,690,39,160532.88,0
2656,470,25,183259.35,0
2657,543,34,145601.8,0
2658,481,34,125253.46,0
2659,524,50,31840.59,1
2660,501,42,91429.74,0
2661,477,48,26475.79,0
2662,563,30,122268.75,0
2663,627,27,125451.01,0
2664,750,22,105125.65,0
2665,635,46,60739.16,0
2666,644,33,155294.17,0
2667,682,48,168840.23,0
2668,736,50,185360.4,1
2669,488,34,125979.36,0
2670,638,48,7919.08,0
2671,579,31,112395.98,0
2672,555,62,43507.1,1
2673,675,39,83419.15,0
2674,720,26,45507.24,0
2675,584,33,177651.38,0
2676,700,46,45424.13,0
2677,814,48,132870.15,0
2678,604,23,7267.25,0
2679,669,30,188795.85,0
2680,660,35,198674.08,0
2681,538,37,162511.55,0
2682,678,36,84460.18,0
2683,640,32,19131.71,0
2684,688,54,191212.63,1
2685,730,35,53718.28,0
2686,643,39,170392.59,0
2687,640,62,101663.47,0
2688,539,40,167289.82,0
2689,710,31,20081.3,0
2690,592,27,183569.25,0
2691,745,21,177235.23,0
2692,559,27,1050.33,0
2693,583,59,67552.71,0
2694,639,35,139094.12,0
2695,850,34,115767.93,0
2696,659,39,20652.69,0
2697,363,28,100615.14,1
2698,795,36,135388.89,0
2699,616,37,86242.18,0
2700,430,60,161937.62,1
2701,850,42,60021.34,1
2702,710,41,42131.26,1
2703,729,38,189727.12,0
2704,470,31,45033.75,0
2705,597,43,5104.08,1
2706,661,41,88279.6,0
2707,592,71,17013.54,0
2708,651,42,43612.06,0
2709,738,26,48644.94,0
2710,767,47,121964.46,1
2711,719,38,126876.47,0
2712,731,40,156048.64,0
2713,636,30,109685.61,0
2714,684,35,37264.11,0
2715,504,56,55857.48,1
2716,663,26,440.2,0
2717,652,80,188603.07,0
2718,657,50,37171.46,0
2719,643,33,152992.04,0
2720,577,37,56185.05,0
2721,529,39,122925.44,0
2722,720,33,141031.08,0
2723,642,40,138052.51,0
2724,598,28,46041.08,0
2725,721,57,195940.96,0
2726,616,30,196108.51,0
2727,703,38,65720.92,0
2728,639,46,133995.59,0
2729,610,31,63736.36,0
2730,607,32,196062.01,0
2731,660,34,9692.58,0
2732,614,37,131766.67,1
2733,641,37,75248.3,0
2734,621,40,89519.47,0
2735,482,45,72643.95,1
2736,530,39,197923.05,0
2737,669,41,107839.03,0
2738,640,44,67202.74,0
2739,628,69,181964.6,0
2740,798,58,119071.56,1
2741,643,33,184856.89,0
2742,767,34,94767.77,0
2743,697,29,141798.98,0
2744,537,33,62746.54,0
2745,608,66,65758.19,0
2746,640,29,44904.26,0
2747,562,38,115700.2,0
2748,603,56,162223.67,1
2749,705,43,103108.33,0
2750,576,39,191063.36,0
2751,468,29,195711.16,0
2752,755,33,42607.69,0
2753,662,22,44377.65,0
2754,725,31,59650.42,0
2755,683,33,73564.44,0
2756,646,32,78111.84,1
2757,522,41,176780.39,0
2758,611,53,1235.49,0
2759,799,39,139537.43,0
2760,642,40,10712.82,0
2761,621,39,58883.91,0
2762,617,46,86587.37,0
2763,645,29,74346.11,0
2764,660,40,38761.61,0
2765,659,29,56971.41,1
2766,490,40,190889.13,0
2767,660,35,188891.96,1
2768,578,40,102233.73,0
2769,850,43,2465.8,0
2770,683,73,51999.5,0
2771,699,34,76510.46,0
2772,723,52,92873.5,1
2773,681,25,90860.97,0
2774,560,50,84531.79,0
2775,578,23,112124.98,0
2776,794,24,88992.05,0
2777,600,35,104076.51,0
2778,629,41,6936.27,0
2779,745,40,49815.62,0
2780,609,39,9234.06,0
2781,713,38,76038.38,0
2782,667,71,94433.08,1
2783,540,35,84239.46,0
2784,727,28,40357.39,0
2785,645,31,12599.94,1
2786,547,49,65466.93,1
2787,756,24,184182.25,0
2788,762,69,196993.69,0
2789,690,26,93255.85,0
2790,660,30,60485.98,0
2791,680,32,77349.92,0
2792,558,32,190019.61,0
2793,661,35,155394.52,0
2794,617,61,38129.22,0
2795,656,44,127444.14,0
2796,705,25,59887.15,0
2797,581,34,110431.51,0
2798,642,34,72085.1,0
2799,670,40,182650.15,0
2800,733,42,169964.12,0
2801,582,30,132029.95,0
2802,667,33,683.37,0
2803,584,28,19834.32,0
2804,755,31,194660.78,0
2805,645,24,11638.17,0
2806,679,33,98015.85,0
2807,696,25,121904.44,0
2808,624,33,170819.01,0
2809,653,27,33389.42,0
2810,516,53,118502.34,1
2811,651,35,129451.29,1
2812,803,34,114869.56,0
2813,639,22,28188.96,0
2814,641,51,26912.72,1
2815,756,39,109098.39,0
2816,548,29,177017.39,0
2817,565,40,121084.27,0
2818,535,53,75888.65,0
2819,754,39,133600.89,1
2820,567,42,167984.61,0
2821,834,38,66485.26,0
2822,678,50,8199.5,0
2823,619,56,42442.21,0
2824,677,27,20092.89,0
2825,678,36,89566.74,0
2826,646,25,42537.59,1
2827,604,34,188078.55,0
2828,850,29,152996.89,0
2829,663,33,36864.05,0
2830,686,47,124170.9,0
2831,652,26,179269.79,0
2832,833,32,44323.22,1
2833,733,44,197193.49,0
2834,612,43,77128.23,0
2835,598,64,152273.57,0
2836,685,40,72852.74,1
2837,671,42,197202.48,0
2838,622,42,119127.06,0
2839,718,26,51099.56,0
2840,664,34,179913.98,0
2841,745,35,133617.43,0
2842,744,44,189016.14,0
2843,563,34,152417.79,0
2844,613,50,12493.61,0
2845,705,54,96013.5,1
2846,778,29,62454.01,1
2847,653,41,15126.32,1
2848,626,27,26907.43,0
2849,826,26,60285.3,0
2850,638,39,95007.8,0
2851,652,51,173989.47,1
2852,706,32,104181.78,0
2853,554,26,8742.36,0
2854,490,35,3937.37,0
2855,808,39,171442.36,0
2856,557,40,105433.53,0
2857,648,34,147055.87,0
2858,686,26,1540.89,0
2859,767,43,77837.63,0
2860,594,31,78255.86,0
2861,831,34,165840.94,0
2862,715,34,177852.57,1
2863,595,41,112269.67,0
2864,790,25,58214.79,0
2865,523,26,185488.81,0
2866,684,46,36376.97,0
2867,684,42,31002.03,0
2868,620,35,17242.79,0
2869,645,49,187689.91,1
2870,413,34,6534.18,0
2871,467,51,177784.68,1
2872,633,43,48249.88,0
2873,535,29,185630.76,0
2874,597,26,42330.58,0
2875,584,33,59103.13,0
2876,718,63,100538.8,0
2877,726,37,34743.98,0
2878,568,32,61936.22,0
2879,683,24,187987.01,0
2880,739,54,134420.75,1
2881,655,50,179267.94,1
2882,735,34,45858.49,0
2883,685,40,198694.2,0
2884,796,32,117832.88,0
2885,751,42,81442.6,0
2886,561,49,26691.31,0
2887,763,38,31892.82,0
2888,717,64,21630.21,0
2889,732,42,87422.15,0
2890,508,41,94170.84,0
2891,615,39,52166.25,0
2892,705,39,78065.9,0
2893,786,31,18210.36,0
2894,733,36,108377.82,0
2895,588,37,187816.59,0
2896,569,42,83629.6,1
2897,610,27,14546.76,0
2898,518,27,143315.57,0
2899,744,38,78770.86,0
2900,746,24,94105.0,0
2901,755,36,176809.87,0
2902,683,40,116816.54,1
2903,718,38,38308.34,0
2904,551,48,94978.1,0
2905,729,30,145111.37,0
2906,571,33,26772.04,0
2907,801,46,170008.74,0
2908,826,49,178709.98,1
2909,600,34,3756.23,0
2910,521,29,154271.41,0
2911,710,54,167023.95,1
2912,525,47,88120.78,1
2913,640,23,161333.13,0
2914,731,31,185466.85,0
2915,665,40,116766.79,0
2916,786,24,125449.47,0
2917,496,29,55389.59,0
2918,737,41,123547.28,0
2919,599,50,4033.39,1
2920,773,37,178268.36,0
2921,684,38,127388.06,0
2922,747,45,189362.39,1
2923,602,42,131886.46,0
2924,664,31,134169.85,0
2925,680,36,63795.8,0
2926,589,55,65156.83,1
2927,585,28,40385.61,0
2928,680,47,179843.33,0
2929,701,36,169161.46,0
2930,715,34,97782.92,0
2931,738,49,123499.27,0
2932,627,30,113408.47,0
2933,640,31,48640.77,0
2934,734,39,125671.29,0
2935,586,42,41682.3,0
2936,507,46,70323.68,0
2937,680,32,116957.6,0
2938,630,33,64804.59,0
2939,564,28,162428.05,0
2940,564,35,105837.38,0
2941,587,55,64593.07,0
2942,553,43,160574.09,0
2943,572,39,555.28,0
2944,707,40,41052.82,0
2945,727,31,76614.04,0
2946,685,21,164966.27,0
2947,612,44,97677.52,1
2948,653,31,11043.54,0
2949,689,55,58442.25,0
2950,520,49,72577.33,1
2951,643,48,174729.3,0
2952,644,49,145089.64,0
2953,511,48,88307.87,1
2954,706,29,42334.38,0
2955,515,65,142548.33,0
2956,785,36,190627.01,0
2957,850,57,132298.49,0
2958,645,55,18369.33,0
2959,418,46,81014.5,1
2960,704,36,151335.24,0
2961,666,31,112157.31,0
2962,716,27,67611.36,0
2963,730,39,194945.8,0
2964,427,42,57098.0,0
2965,651,56,114522.68,1
2966,483,48,110059.38,0
2967,567,40,91973.63,0
2968,672,37,162763.01,0
2969,850,30,5978.2,0
2970,486,39,120531.31,0
2971,500,45,126145.08,0
2972,551,32,53420.53,0
2973,571,35,178512.52,0
2974,701,34,74694.41,0
2975,730,27,116081.93,0
2976,784,35,81483.64,0
2977,664,48,140173.17,1
2978,529,31,26817.23,0
2979,799,35,140780.8,0
2980,554,26,177966.24,0
2981,526,38,58010.98,0
2982,687,26,153605.75,0
2983,626,47,166475.44,1
2984,828,41,171378.77,0
2985,597,43,55809.92,0
2986,585,39,2401.26,0
2987,667,34,163830.64,0
2988,617,28,7597.83,1
2989,728,46,20276.87,1
2990,743,48,186489.14,1
2991,577,39,91366.42,0
2992,596,39,48963.59,0
2993,567,35,127827.18,0
2994,437,49,166440.32,0
2995,416,41,98301.61,0
2996,588,33,65611.01,0
2997,748,40,171515.84,0
2998,828,34,38131.77,0
2999,656,48,85240.61,1
3000,476,32,112132.86,0
3001,728,69,131804.86,0
3002,850,58,25899.21,1
3003,584,46,120376.87,1
3004,653,37,144880.81,0
3005,655,27,49480.66,0
3006,674,31,128954.05,0
3007,614,40,77789.01,0
3008,705,33,64872.55,0
3009,435,54,156910.46,1
3010,683,36,122305.91,0
3011,434,55,96405.88,1
3012,793,36,148993.47,0
3013,659,43,26900.63,0
3014,649,45,173365.9,1
3015,664,44,57338.56,1
3016,696,49,152450.84,1
3017,540,39,114092.52,0
3018,518,29,160303.08,1
3019,738,38,19233.41,0
3020,350,40,172321.21,1
3021,620,38,38015.34,0
3022,687,34,148564.76,0
3023,568,30,27012.0,0
3024,602,33,112928.74,0
3025,694,33,77906.87,0
3026,606,61,8643.21,0
3027,565,47,165849.49,1
3028,850,43,79084.1,0
3029,560,57,116781.71,0
3030,664,35,169665.79,0
3031,655,59,88958.49,1
3032,506,34,159235.29,0
3033,655,47,167778.62,0
3034,800,49,47125.11,0
3035,668,46,173052.19,0
3036,667,24,180329.83,0
3037,833,39,1710.89,0
3038,743,36,190911.02,0
3039,667,35,57213.46,0
3040,509,29,69113.14,0
3041,655,44,64853.51,1
3042,753,30,57896.27,0
3043,850,29,10672.54,0
3044,730,37,124364.63,0
3045,697,45,46807.62,1
3046,601,42,103315.74,0
3047,601,74,51554.58,0
3048,721,51,109078.35,1
3049,672,40,113171.61,1
3050,654,37,47046.72,0
3051,531,42,90537.47,0
3052,607,32,10674.62,0
3053,809,80,34164.05,0
3054,620,70,33350.26,1
3055,747,40,57817.84,1
3056,683,39,171716.81,0
3057,575,37,111175.09,0
3058,550,39,195638.13,0
3059,609,43,113276.46,1
3060,697,74,16445.79,0
3061,834,34,53437.1,0
3062,602,35,51695.41,0
3063,777,37,73464.88,0
3064,671,30,102057.86,0
3065,785,55,7008.65,0
